1995.9988	0.0015504719	0.0017343214
1346.0009	0.0017242134	0.0010894239
905.99988	0.0018406721	0.00044178497
609.0011	0.0019325011	-2.1541488e-05
410.00079	0.0020666495	-0.00038935168
275.99976	0.0022955094	-0.00067693606
185.99908	0.0025622919	-0.001034252
128.99982	0.0028354118	-0.0012786632
84.000633	0.0032317271	-0.0015968579
56.999268	0.0037158695	-0.0018551479
38.000286	0.0041528153	-0.0021546357
26.000196	0.0046974723	-0.0024681597
16.998964	0.0053382171	-0.0028648479
12.000091	0.005929017	-0.0032834655
8.0000601	0.0068672975	-0.0038610471
4.9988737	0.0083562816	-0.0045709368
4.00003	0.0090749329	-0.0045537632
2.000015	0.012037262	-0.0043522613
1.4994293	0.012820531	-0.0038723436
0.99884343	0.013789491	-0.0030994767
0.66589564	0.014382384	-0.0022975772
0.40046871	0.014942605	-0.0018000845
0.28638169	0.015063331	-0.0015056941
0.20023435	0.015290502	-0.0014359651
0.14202669	0.015415099	-0.0013377023
0.095460564	0.015630884	-0.0013719276
