1995.9988	0.0018248426	0.0020490501
1346.0009	0.0017525564	0.0010615551
905.99988	0.0018274075	0.00045219425
609.0011	0.0019607928	-2.5574407e-05
410.00079	0.0021058396	-0.00042694379
275.99976	0.0023216114	-0.00073786249
185.99908	0.0025842043	-0.0010747407
128.99982	0.0028748249	-0.0013386984
84.000633	0.0032839286	-0.0016681785
56.999268	0.0037450725	-0.0019805809
38.000286	0.0042327712	-0.0023038059
26.000196	0.0047360295	-0.002581798
16.998964	0.0052876729	-0.0030667074
12.000091	0.005842722	-0.0035885414
8.0000601	0.0066736965	-0.0044734702
4.9988737	0.0079530487	-0.0057405629
4.00003	0.0087671885	-0.0063856514
2.000015	0.012795764	-0.0080204802
1.4994293	0.015015907	-0.0084932074
0.99884343	0.018090449	-0.0081163226
0.66589564	0.020508075	-0.0068918411
0.40046871	0.022534093	-0.0051519107
0.28638169	0.023231849	-0.0042474526
0.20023435	0.023871629	-0.0034026275
0.14202669	0.024313331	-0.002920432
0.095460564	0.024579473	-0.0026034408
