1995.9988	0.0016982133	0.0019922887
1346.0009	0.0017040679	0.0011232466
905.99988	0.0017664307	0.00049712264
609.0011	0.0018992877	2.6668135e-05
410.00079	0.0020418272	-0.00031874355
275.99976	0.0022097768	-0.000581489
185.99908	0.0024447478	-0.00085089315
128.99982	0.0027344457	-0.0010855555
84.000633	0.0030960047	-0.0013194936
56.999268	0.0034491715	-0.0014863311
38.000286	0.0038474225	-0.0017065351
26.000196	0.0041947011	-0.0019054301
16.998964	0.0047851074	-0.0022205324
12.000091	0.0052879783	-0.0024624781
8.0000601	0.0061560725	-0.0028549258
4.9988737	0.0071718809	-0.002908827
4.00003	0.0078698713	-0.0026856926
2.000015	0.0092110839	-0.0019716644
1.4994293	0.0094758486	-0.001905639
0.99884343	0.0099031134	-0.0013904776
0.66589564	0.010151429	-0.0012139581
0.40046871	0.010299084	-0.0011216021
0.28638169	0.010396509	-0.0010545298
0.20023435	0.010418816	-0.00089552073
0.14202669	0.01076873	-0.0007035929
0.095460564	0.011102544	-0.00075701874
