1995.9988	0.001641842	0.0017797232
1346.0009	0.0017231447	0.0010490621
905.99988	0.0018542251	0.0004679437
609.0011	0.0019620506	-2.6136469e-05
410.00079	0.0020891095	-0.00043114481
275.99976	0.0023238531	-0.00078483747
185.99908	0.002566684	-0.0011160425
128.99982	0.0028665687	-0.001471993
84.000633	0.0033083204	-0.0018418618
56.999268	0.0037453859	-0.0022080967
38.000286	0.0042875903	-0.0026130928
26.000196	0.0048472956	-0.0030384248
16.998964	0.0054988111	-0.0037020664
12.000091	0.0060406583	-0.0043895482
8.0000601	0.006716866	-0.0054129167
4.9988737	0.007878569	-0.0074658687
4.00003	0.0084544616	-0.0085324375
2.000015	0.011023914	-0.014361371
1.4994293	0.013177884	-0.017760862
0.99884343	0.017549295	-0.023861878
0.66589564	0.0251572	-0.030530833
0.40046871	0.039697137	-0.03744046
0.28638169	0.051030893	-0.038833573
0.20023435	0.063148774	-0.037130997
0.14202669	0.072917007	-0.033190303
0.095460564	0.081148908	-0.027539466
